"Ctry_code","tech_name","filing_year","mean_k","share"
"Australia","Information & Communication Technology",2015,85.2722298221614,0.124077060171433
"Australia","Computer Technology",1985,33.7272727272727,0.00257189618891747
"Australia","Computer Technology",1986,37.5454545454545,0.00228737783322936
"Australia","Computer Technology",1987,40.3846153846154,0.00242627846211273
"Australia","Computer Technology",1988,48.6666666666667,0.00253464008110848
"Australia","Computer Technology",1989,49.0588235294118,0.00267127592708988
"Australia","Computer Technology",1990,47.9166666666667,0.0035799522673031
"Australia","Computer Technology",1991,51.0384615384615,0.00371428571428571
"Australia","Computer Technology",1992,59.1224489795918,0.00645501251482018
"Australia","Computer Technology",1993,59.4459459459459,0.00898603521554341
"Australia","Computer Technology",1994,57.530612244898,0.0106348345089528
"Australia","Computer Technology",1995,62.1269841269841,0.0118187787261983
"Australia","Computer Technology",1996,66.6084337349398,0.0137850855339645
"Australia","Computer Technology",1997,73.218009478673,0.0161253343523118
"Australia","Computer Technology",1998,82.9142091152815,0.025224859674038
"Australia","Computer Technology",1999,84.3254437869822,0.0316538677654992
"Australia","Computer Technology",2000,89.5543259557344,0.0563236627379873
"Australia","Computer Technology",2001,92.3523890784983,0.0619909023590395
"Australia","Computer Technology",2002,91.230242688239,0.0768568558993735
"Australia","Computer Technology",2003,93.4732041049031,0.0793844761258203
"Australia","Computer Technology",2004,92.5393700787402,0.0915645277577505
"Australia","Computer Technology",2005,92.8927559692432,0.0934427469369233
"Australia","Computer Technology",2006,93.1017007983339,0.105923011875437
"Australia","Computer Technology",2007,94.7669050715214,0.112451561014842
"Australia","Computer Technology",2008,92.4019097222222,0.124963841481053
"Australia","Computer Technology",2009,93.0040875912409,0.133087235282689
"Australia","Computer Technology",2010,92.4813388625592,0.141125323969568
"Australia","Computer Technology",2011,92.2505275851673,0.146854385265861
"Australia","Computer Technology",2012,92.6137532133676,0.152593900166716
"Australia","Computer Technology",2013,96.4716981132076,0.150252310483642
"Australia","Computer Technology",2014,100.025605214153,0.143362477474471
"Australia","Computer Technology",2015,104.263457884737,0.134006619706357
"Australia","Semiconductors",1985,20.7916666666667,0.00561140986672902
"Australia","Semiconductors",1986,20.9545454545455,0.00457475566645872
"Australia","Semiconductors",1987,19.5454545454545,0.00410600970511385
"Australia","Semiconductors",1988,20.6,0.00337952010814464
"Australia","Semiconductors",1989,17.2666666666667,0.00235700817096166
"Australia","Semiconductors",1990,18.875,0.0035799522673031
"Australia","Semiconductors",1992,22.7241379310345,0.00382031352917929
"Australia","Semiconductors",1993,23.2857142857143,0.00340012143290832
"Australia","Semiconductors",1994,24.52,0.00271296798697775
"Australia","Semiconductors",1995,25.6363636363636,0.00309539442829003
"Australia","Semiconductors",1996,27.4545454545455,0.00274040857000498
"Australia","Semiconductors",1997,26.0882352941176,0.00259839510890332
"Australia","Semiconductors",1998,28.1621621621622,0.00250219787651315
"Australia","Semiconductors",1999,28.962962962963,0.0033714178685147
"Australia","Semiconductors",2000,30.1071428571429,0.00475974614687217
"Australia","Semiconductors",2001,29.184,0.00661165767481223
"Australia","Semiconductors",2002,29.062893081761,0.00760438088861256
"Australia","Semiconductors",2003,29.2538860103627,0.00873500792034397
"Australia","Semiconductors",2004,29.3858267716535,0.0101738364175278
"Australia","Semiconductors",2005,29.3754646840149,0.010172439872939
"Australia","Semiconductors",2006,29.3308550185874,0.00989006948784882
"Australia","Semiconductors",2007,28.9530685920578,0.0101264897272794
"Australia","Semiconductors",2008,28.5602836879433,0.010196702343072
"Australia","Semiconductors",2009,28.5126050420168,0.00924810569263649
"Australia","Semiconductors",2010,28.7288888888889,0.00940556809631302
"Australia","Semiconductors",2011,29.3574879227053,0.00916456368707664
"Australia","Semiconductors",2012,30.1454545454545,0.00809061488673139
"Australia","Semiconductors",2013,31.2222222222222,0.00714407212110903
"Australia","Semiconductors",2014,30.7872340425532,0.00627377694720683
"Australia","Semiconductors",2015,30.3392857142857,0.00475260969192905
"Australia","Instruments",1985,19.5217391304348,0.0699088145896656
"Australia","Instruments",1986,18.5494186046512,0.0715325431482637
"Australia","Instruments",1987,18.328729281768,0.0675625233296006
"Australia","Instruments",1988,19.0918635170604,0.0643798580601555
"Australia","Instruments",1989,20.502427184466,0.0647391577624136
"Australia","Instruments",1990,20.6519721577726,0.0642899761336515
"Australia","Instruments",1991,21.4206008583691,0.0665714285714286
"Australia","Instruments",1992,20.6517509727626,0.0677117639309709
"Australia","Instruments",1993,20.2875939849624,0.064602307225258
"Australia","Instruments",1994,19.7074010327022,0.063049376017363
"Australia","Instruments",1995,20.1774960380349,0.0591876934621518
"Australia","Instruments",1996,21.4069069069069,0.0553064275037369
"Australia","Instruments",1997,22.4797101449275,0.0527321360336263
"Australia","Instruments",1998,22.6483790523691,0.0542368296476635
"Australia","Instruments",1999,23.8913308913309,0.0511331710058063
"Australia","Instruments",2000,25.8633474576271,0.0534904805077063
"Australia","Instruments",2001,27.0574162679426,0.0552734581614302
"Australia","Instruments",2002,28.1777210884354,0.0562437227987948
"Australia","Instruments",2003,28.8774509803922,0.0553971486761711
"Australia","Instruments",2004,28.6633941093969,0.057117680044861
"Australia","Instruments",2005,28.7222605099931,0.0548706700952957
"Australia","Instruments",2006,29.144406779661,0.0542299349240781
"Australia","Instruments",2007,28.4748449345279,0.0530452584631133
"Australia","Instruments",2008,28.3078982597055,0.0540208273069135
"Australia","Instruments",2009,27.6084733382031,0.0531960365261317
"Australia","Instruments",2010,27.8485804416404,0.0530056015383329
"Australia","Instruments",2011,27.3572037510656,0.0519325275601009
"Australia","Instruments",2012,28.0700525394046,0.0559968618221045
"Australia","Instruments",2013,28.7006673021926,0.0594772353574871
"Australia","Instruments",2014,30.1408602150538,0.0620703463925783
"Australia","Instruments",2015,30.4884004884005,0.0695069167444624
"Australia","Medical Technology",1985,15.7936507936508,0.0294599018003273
"Australia","Medical Technology",1986,15.5866666666667,0.0311915159076731
"Australia","Medical Technology",1987,15.0213903743316,0.0349010824934677
"Australia","Medical Technology",1988,15.6919642857143,0.03785062521122
"Australia","Medical Technology",1989,16.4603174603175,0.0395977372721559
"Australia","Medical Technology",1990,16.8153846153846,0.0387828162291169
"Australia","Medical Technology",1991,17.1096774193548,0.0442857142857143
"Australia","Medical Technology",1992,17.4281524926686,0.0449216177051772
"Australia","Medical Technology",1993,17.4723618090452,0.0483302975106254
"Australia","Medical Technology",1994,17.3977777777778,0.0488334237655996
"Australia","Medical Technology",1995,17.4466800804829,0.046618516086671
"Australia","Medical Technology",1996,17.7160714285714,0.0465039030061452
"Australia","Medical Technology",1997,18.1697530864198,0.0495223538402751
"Australia","Medical Technology",1998,18.6666666666667,0.0462568472306756
"Australia","Medical Technology",1999,18.8963165075034,0.0457638758818755
"Australia","Medical Technology",2000,19.104347826087,0.0456142339075249
"Australia","Medical Technology",2001,19.0405904059041,0.0430022215169787
"Australia","Medical Technology",2002,18.75382803298,0.0406045243674973
"Australia","Medical Technology",2003,18.5591054313099,0.0424983027834352
"Australia","Medical Technology",2004,18.6228338430173,0.0392934390771449
"Australia","Medical Technology",2005,18.3339694656489,0.0396309181666919
"Australia","Medical Technology",2006,18.1962025316456,0.0406632596786647
"Australia","Medical Technology",2007,18.1733576642336,0.0400672662133509
"Australia","Medical Technology",2008,18.0708582834331,0.0362308359849581
"Australia","Medical Technology",2009,17.8611410118407,0.0360986982708374
"Australia","Medical Technology",2010,17.6702767749699,0.0347378981690494
"Australia","Medical Technology",2011,17.904,0.0332049408952052
"Australia","Medical Technology",2012,17.8795355587808,0.0337844464058056
"Australia","Medical Technology",2013,17.5539358600583,0.0388955037704825
"Australia","Medical Technology",2014,17.1611111111111,0.0480544617232864
"Australia","Medical Technology",2015,17.266975308642,0.0549944835780362
"Australia","Pharmaceuticals & Biotechnology",1985,9.28086419753086,0.0757540332008417
"Australia","Pharmaceuticals & Biotechnology",1986,9.14488636363636,0.0731960906633396
"Australia","Pharmaceuticals & Biotechnology",1987,8.91923990498812,0.0785740948114968
"Australia","Pharmaceuticals & Biotechnology",1988,8.67680608365019,0.0888813788442041
"Australia","Pharmaceuticals & Biotechnology",1989,8.56303972366149,0.0909805153991201
"Australia","Pharmaceuticals & Biotechnology",1990,8.3604826546003,0.0988961813842482
"Australia","Pharmaceuticals & Biotechnology",1991,8.17493112947658,0.103714285714286
"Australia","Pharmaceuticals & Biotechnology",1992,8.15418994413408,0.11790277960743
"Australia","Pharmaceuticals & Biotechnology",1993,8.09108341323106,0.126654523375835
"Australia","Pharmaceuticals & Biotechnology",1994,7.94768310911809,0.145198046663049
"Australia","Pharmaceuticals & Biotechnology",1995,7.8628895184136,0.165556701997936
"Australia","Pharmaceuticals & Biotechnology",1996,7.87689301416707,0.169988374024248
"Australia","Pharmaceuticals & Biotechnology",1997,7.8472532380527,0.17111196025984
"Australia","Pharmaceuticals & Biotechnology",1998,7.81818181818182,0.16886454317982
"Australia","Pharmaceuticals & Biotechnology",1999,7.8332078313253,0.165823812199538
"Australia","Pharmaceuticals & Biotechnology",2000,7.93328250095311,0.148628739800544
"Australia","Pharmaceuticals & Biotechnology",2001,8.06135629709365,0.147413519517613
"Australia","Pharmaceuticals & Biotechnology",2002,8.13862765586904,0.137309292649098
"Australia","Pharmaceuticals & Biotechnology",2003,8.19650205761317,0.131975560081466
"Australia","Pharmaceuticals & Biotechnology",2004,8.28463389480921,0.116518465112553
"Australia","Pharmaceuticals & Biotechnology",2005,8.23250957187609,0.108644683103918
"Australia","Pharmaceuticals & Biotechnology",2006,8.13987990109502,0.104084708996654
"Australia","Pharmaceuticals & Biotechnology",2007,8.10871104815864,0.103239014403744
"Australia","Pharmaceuticals & Biotechnology",2008,8.14710308502634,0.0961093433612959
"Australia","Pharmaceuticals & Biotechnology",2009,8.16545601291364,0.0962891004468622
"Australia","Pharmaceuticals & Biotechnology",2010,8.19283276450512,0.0979851183011454
"Australia","Pharmaceuticals & Biotechnology",2011,8.24045454545455,0.0974011599592686
"Australia","Pharmaceuticals & Biotechnology",2012,8.25888833249875,0.0979209571442581
"Australia","Pharmaceuticals & Biotechnology",2013,8.21575695159629,0.11010942904122
"Australia","Pharmaceuticals & Biotechnology",2014,8.30723860589812,0.124474404324902
"Australia","Pharmaceuticals & Biotechnology",2015,8.37831176833025,0.137740813035729
"Australia","Chemistry & Materials",1985,10.8995726495726,0.109422492401216
"Australia","Chemistry & Materials",1986,10.8869395711501,0.106674984404242
"Australia","Chemistry & Materials",1987,10.6203703703704,0.100783874580067
"Australia","Chemistry & Materials",1988,10.2711571675302,0.0978371071307874
"Australia","Chemistry & Materials",1989,10.3139158576052,0.0971087366436204
"Australia","Chemistry & Materials",1990,10.3660855784469,0.0941229116945107
"Australia","Chemistry & Materials",1991,10.1984615384615,0.0928571428571429
"Australia","Chemistry & Materials",1992,10.2861230329041,0.0920827295481491
"Australia","Chemistry & Materials",1993,10.4585492227979,0.0937462052216151
"Australia","Chemistry & Materials",1994,10.4791666666667,0.0937601736299512
"Australia","Chemistry & Materials",1995,10.705304518664,0.0954882281211894
"Australia","Chemistry & Materials",1996,11.2927241962775,0.0981564524165421
"Australia","Chemistry & Materials",1997,11.279355333845,0.0995796713794421
"Australia","Chemistry & Materials",1998,11.4336023477623,0.0921755596131737
"Australia","Chemistry & Materials",1999,11.4416491963662,0.0893425735156396
"Australia","Chemistry & Materials",2000,11.461590296496,0.0840888485947416
"Australia","Chemistry & Materials",2001,11.1086092715232,0.0798688247117317
"Australia","Chemistry & Materials",2002,11.4368041912246,0.0730307523076187
"Australia","Chemistry & Materials",2003,11.319587628866,0.0702421362299163
"Australia","Chemistry & Materials",2004,11.35878336437,0.0645277577505407
"Australia","Chemistry & Materials",2005,11.3377804730139,0.0623581908939646
"Australia","Chemistry & Materials",2006,11.4648850217526,0.0591565866392147
"Australia","Chemistry & Materials",2007,11.3521126760563,0.0571031658989544
"Australia","Chemistry & Materials",2008,11.4857697283312,0.0559010702921608
"Australia","Chemistry & Materials",2009,11.6293222683264,0.0561880707208082
"Australia","Chemistry & Materials",2010,11.7270606531882,0.053758046986038
"Australia","Chemistry & Materials",2011,11.7836257309942,0.0529950856687475
"Australia","Chemistry & Materials",2012,11.6585820895522,0.0525644797489458
"Australia","Chemistry & Materials",2013,11.5120350109409,0.0518228723705846
"Australia","Chemistry & Materials",2014,11.3503937007874,0.0508576386571448
"Australia","Chemistry & Materials",2015,11.1622950819672,0.0517694984299414
"Australia","Engines, Turbines, Thermal & Environmental Technologies",1985,18.6806722689076,0.0556464811783961
"Australia","Engines, Turbines, Thermal & Environmental Technologies",1986,20.0337078651685,0.0555208983156581
"Australia","Engines, Turbines, Thermal & Environmental Technologies",1987,19.6980519480519,0.0574841358715939
"Australia","Engines, Turbines, Thermal & Environmental Technologies",1988,20.6744868035191,0.0576208178438662
"Australia","Engines, Turbines, Thermal & Environmental Technologies",1989,22.4304461942257,0.0598680075424261
"Australia","Engines, Turbines, Thermal & Environmental Technologies",1990,22.1432225063939,0.0583233890214797
"Australia","Engines, Turbines, Thermal & Environmental Technologies",1991,22.4100529100529,0.054
"Australia","Engines, Turbines, Thermal & Environmental Technologies",1992,22.5903307888041,0.0517718350678435
"Australia","Engines, Turbines, Thermal & Environmental Technologies",1993,22.5606796116505,0.0500303582270795
"Australia","Engines, Turbines, Thermal & Environmental Technologies",1994,21.8187772925764,0.0497015735214324
"Australia","Engines, Turbines, Thermal & Environmental Technologies",1995,23.259765625,0.0480255135540756
"Australia","Engines, Turbines, Thermal & Environmental Technologies",1996,23.3375394321767,0.0526490616176715
"Australia","Engines, Turbines, Thermal & Environmental Technologies",1997,23.9413629160063,0.0482231562858235
"Australia","Engines, Turbines, Thermal & Environmental Technologies",1998,22.4651515151515,0.0446337999594238
"Australia","Engines, Turbines, Thermal & Environmental Technologies",1999,22.3488721804511,0.0415183867141162
"Australia","Engines, Turbines, Thermal & Environmental Technologies",2000,22.0392749244713,0.0375113327289211
"Australia","Engines, Turbines, Thermal & Environmental Technologies",2001,21.3541666666667,0.0330053951126626
"Australia","Engines, Turbines, Thermal & Environmental Technologies",2002,21.7901990811639,0.0312305705676981
"Australia","Engines, Turbines, Thermal & Environmental Technologies",2003,22.1778846153846,0.0282416836388323
"Australia","Engines, Turbines, Thermal & Environmental Technologies",2004,21.8279932546374,0.0237523031322599
"Australia","Engines, Turbines, Thermal & Environmental Technologies",2005,20.171768707483,0.02223566782635
"Australia","Engines, Turbines, Thermal & Environmental Technologies",2006,18.6102661596958,0.0193389462847899
"Australia","Engines, Turbines, Thermal & Environmental Technologies",2007,16.158,0.018278862323609
"Australia","Engines, Turbines, Thermal & Environmental Technologies",2008,16.4088983050847,0.0170668209430142
"Australia","Engines, Turbines, Thermal & Environmental Technologies",2009,16.2198581560284,0.0164367592772489
"Australia","Engines, Turbines, Thermal & Environmental Technologies",2010,17.1351351351351,0.0154669342028259
"Australia","Engines, Turbines, Thermal & Environmental Technologies",2011,17.6296296296296,0.015539912338956
"Australia","Engines, Turbines, Thermal & Environmental Technologies",2012,18.1917808219178,0.0143179366480337
"Australia","Engines, Turbines, Thermal & Environmental Technologies",2013,16.5729927007299,0.0155355219141577
"Australia","Engines, Turbines, Thermal & Environmental Technologies",2014,16.0699588477366,0.0162183808316092
"Australia","Engines, Turbines, Thermal & Environmental Technologies",2015,16.3052631578947,0.0161249257404736
"Australia","Machines & Mechanical Engineering",1985,9.2432,0.146130465279401
"Australia","Machines & Mechanical Engineering",1986,9.44444444444444,0.14410480349345
"Australia","Machines & Mechanical Engineering",1987,9.47121820615797,0.139417693169093
"Australia","Machines & Mechanical Engineering",1988,9.5525,0.135180804325786
"Australia","Machines & Mechanical Engineering",1989,9.64558472553699,0.131678189817725
"Australia","Machines & Mechanical Engineering",1990,9.78451178451178,0.132905727923628
"Australia","Machines & Mechanical Engineering",1991,9.63295454545455,0.125714285714286
"Australia","Machines & Mechanical Engineering",1992,9.73684210526316,0.117639309708866
"Australia","Machines & Mechanical Engineering",1993,9.65227021040974,0.109653916211293
"Australia","Machines & Mechanical Engineering",1994,9.84317937701396,0.101030927835052
"Australia","Machines & Mechanical Engineering",1995,9.80083420229406,0.0899540380827314
"Australia","Machines & Mechanical Engineering",1996,10.4139264990329,0.0858661351934895
"Australia","Machines & Mechanical Engineering",1997,10.4732061762035,0.0841421474971341
"Australia","Machines & Mechanical Engineering",1998,16.3390410958904,0.0987353756678163
"Australia","Machines & Mechanical Engineering",1999,17.2680931403398,0.0992070924642567
"Australia","Machines & Mechanical Engineering",2000,19.8481646273637,0.101881233000907
"Australia","Machines & Mechanical Engineering",2001,20.440642820114,0.102031101237702
"Australia","Machines & Mechanical Engineering",2002,22.2228047182176,0.109474389019083
"Australia","Machines & Mechanical Engineering",2003,22.7677806341045,0.105634758995248
"Australia","Machines & Mechanical Engineering",2004,25.3344338065368,0.121325002002724
"Australia","Machines & Mechanical Engineering",2005,25.9420928865373,0.128649220995311
"Australia","Machines & Mechanical Engineering",2006,27.0870161954433,0.133938747748079
"Australia","Machines & Mechanical Engineering",2007,27.9973190348525,0.136360312934123
"Australia","Machines & Mechanical Engineering",2008,28.5549923973644,0.142681515765114
"Australia","Machines & Mechanical Engineering",2009,28.6198993851314,0.139032446085098
"Australia","Machines & Mechanical Engineering",2010,29.4055438385056,0.138742580051835
"Australia","Machines & Mechanical Engineering",2011,29.6343137254902,0.135476158852437
"Australia","Machines & Mechanical Engineering",2012,29.6427718040621,0.123124448367167
"Australia","Machines & Mechanical Engineering",2013,28.6724330357143,0.101604581277995
"Australia","Machines & Mechanical Engineering",2014,27.4812091503268,0.0816925849295869
"Australia","Machines & Mechanical Engineering",2015,24.1699716713881,0.0599168293303912
"Australia","Transport",1985,8.3695652173913,0.0322656067336918
"Australia","Transport",1986,8.40909090909091,0.0320232896652111
"Australia","Transport",1987,8.48148148148148,0.0302351623740202
"Australia","Transport",1988,8.90909090909091,0.0315985130111524
"Australia","Transport",1989,9.55440414507772,0.0303268384663734
"Australia","Transport",1990,9.67788461538461,0.0310262529832936
"Australia","Transport",1991,9.24107142857143,0.032
"Australia","Transport",1992,9.0464135021097,0.0312211829798446
"Australia","Transport",1993,8.54435483870968,0.0301153612629022
"Australia","Transport",1994,8.93893129770992,0.0284319045035269
"Australia","Transport",1995,8.71929824561403,0.0267329518806866
"Australia","Transport",1996,9.3617747440273,0.0243315063942867
"Australia","Transport",1997,9.93569131832797,0.0237676729079098
"Australia","Transport",1998,11.4121212121212,0.0223168999797119
"Australia","Transport",1999,11.5102639296188,0.021289879503028
"Australia","Transport",2000,11.9683908045977,0.0197189483227561
"Australia","Transport",2001,11.5161290322581,0.0196762932402412
"Australia","Transport",2002,11.0328282828283,0.018939212779186
"Australia","Transport",2003,10.8450363196126,0.0186920117673682
"Australia","Transport",2004,11.542735042735,0.0187454938716655
"Australia","Transport",2005,11.7532188841202,0.0176221449099985
"Australia","Transport",2006,11.9194312796209,0.0155152762969227
"Australia","Transport",2007,12.5359116022099,0.0132338963222929
"Australia","Transport",2008,12.3661538461538,0.0117515186577958
"Australia","Transport",2009,11.4139344262295,0.00948125121429959
"Australia","Transport",2010,11.1083743842365,0.00848591254911797
"Australia","Transport",2011,12.2953367875648,0.00854473812369947
"Australia","Transport",2012,16.4368932038835,0.0101010101010101
"Australia","Transport",2013,18.5737704918033,0.0103759142711345
"Australia","Transport",2014,21.7435897435897,0.0104118000400454
"Australia","Transport",2015,26.8161764705882,0.0115420521089706
"Australia","Consumer Goods & Civil Engineering",1985,7.83023872679045,0.088145896656535
"Australia","Consumer Goods & Civil Engineering",1986,7.78378378378378,0.0923268870867124
"Australia","Consumer Goods & Civil Engineering",1987,8.01372549019608,0.0951847704367301
"Australia","Consumer Goods & Civil Engineering",1988,8.01236749116608,0.0956404190604934
"Australia","Consumer Goods & Civil Engineering",1989,7.86310517529215,0.0941231929604023
"Australia","Consumer Goods & Civil Engineering",1990,7.77364864864865,0.0883054892601432
"Australia","Consumer Goods & Civil Engineering",1991,7.76430976430976,0.0848571428571429
"Australia","Consumer Goods & Civil Engineering",1992,7.55423728813559,0.0777236200764063
"Australia","Consumer Goods & Civil Engineering",1993,7.55409836065574,0.0740740740740741
"Australia","Consumer Goods & Civil Engineering",1994,7.63317384370016,0.0680412371134021
"Australia","Consumer Goods & Civil Engineering",1995,7.77016742770167,0.0616264890723197
"Australia","Consumer Goods & Civil Engineering",1996,7.94946808510638,0.0624480983225378
"Australia","Consumer Goods & Civil Engineering",1997,8.06649282920469,0.0586167367214368
"Australia","Consumer Goods & Civil Engineering",1998,8.1821608040201,0.0538310678298505
"Australia","Consumer Goods & Civil Engineering",1999,8.45868263473054,0.0521321096335144
"Australia","Consumer Goods & Civil Engineering",2000,9.23870967741935,0.0526971894832276
"Australia","Consumer Goods & Civil Engineering",2001,9.82065217391304,0.048661800486618
"Australia","Consumer Goods & Civil Engineering",2002,10.7390873015873,0.0482089052561098
"Australia","Consumer Goods & Civil Engineering",2003,11.1491712707182,0.0491513917175832
"Australia","Consumer Goods & Civil Engineering",2004,11.665243381725,0.0469037891532484
"Australia","Consumer Goods & Civil Engineering",2005,12.201347935973,0.0448873090304039
"Australia","Consumer Goods & Civil Engineering",2006,12.5347457627119,0.0433839479392625
